version,0.288,,,,,,,,,,,,,,,,
Label,Description,P_Familj,Group Name,Variable Name,Internet link,Latin,p_Smaprov,P_Stora,P_BuskarTrad,P_Barande,P_Habitat,P_hävd,P_Mossor,P_Fukt,P_KalkSilikat,P_sida_nordiskafloran,Datum införande
Kråkbär,,Ljungväxter,SmaProvArt,Krakbar,https://sv.wikipedia.org/wiki/Kr%C3%A5kb%C3%A4r,Empetrum nigrum,sprov,,,,,,,,,459,
Lingon,,Ljungväxter,SmaProvArt,Lingon,https://sv.wikipedia.org/wiki/Lingon,Vaccinium vitis-idaea,sprov,,,,,,,,,458,
Ljung,,Ljungväxter,SmaProvArt,Ljung,https://sv.wikipedia.org/wiki/Ljung,Calluna vulgaris,sprov,,,,,,,,,456,
Mjölon,,Ljungväxter,SmaProvArt,Mjolon,https://sv.wikipedia.org/wiki/Mj%C3%B6lon,Arctostaphylos uva-ursi,sprov,,,,,,,,,458,
Odon,,Ljungväxter,SmaProvArt,Odon,https://sv.wikipedia.org/wiki/Odon,Vaccinium uliginosum,sprov,,,,,,,,,459,
Rosling,,Ljungväxter,SmaProvArt,Rosling,https://sv.wikipedia.org/wiki/Rosling,Andromeda polifolia,sprov,,,,,,,,,457,
Skvattram,,Ljungväxter,SmaProvArt,Skvattram,https://sv.wikipedia.org/wiki/Skvattram,Rhododendron tomentosum,sprov,,,,,,,,,455,
Tranbär,,Ljungväxter,SmaProvArt,Tranbar,https://sv.wikipedia.org/wiki/Tranb%C3%A4r,Vaccinium oxycoccos,sprov,,,,,,,,,458,
Lånke-arter,,Lånkeväxter,SmaProvArt,Lanke_arter,https://sv.wikipedia.org/wiki/L%C3%A5nke-arter,Callitriche spp.,sprov,,,,,,,,,502,
Majbräken,,Majbräkenväxter,SmaProvArt,Majbraken,https://sv.wikipedia.org/wiki/Majbr%C3%A4ken,Athyrium filix-femina,sprov,Stor art,,,,,,,,51,
Palmmossa,,Mossor,SmaProvArt,Palmmossa,https://sv.wikipedia.org/wiki/Palmmossa,Climacium dendroides,sprov,,,,,,Mossor,Torr,,,
Brännmossa,,Mossor,SmaProvArt,Brannmossa,https://sv.wikipedia.org/wiki/Br%C3%A4nnmossa,Ceratodon purpureus,sprov,,,,,,Mossor,Torr,,,
Gruskammossa,,Mossor,SmaProvArt,Gruskammossa,https://sv.wikipedia.org/wiki/Gruskammossa,Abietinella abietina,sprov,,,,,,Mossor,Torr,,,
Hårbjörnmossa,,Mossor,SmaProvArt,Harbjornmossa,https://sv.wikipedia.org/wiki/H%C3%A5rbj%C3%B6rnmossa,Polytrichum piliferum,sprov,,,,,,Mossor,Torr,,,
Hårnervmossa,,Mossor,SmaProvArt,Harnervmossa,https://sv.wikipedia.org/wiki/H%C3%A5rnervmossa,Campylopus introflexus,sprov,,,,,,Mossor,Torr,,,
Palmmossa,,Mossor,SmaProvArt,Palmmossa,https://sv.wikipedia.org/wiki/Palmmossa,Climacium dendroides,sprov,,,,,,Mossor,Torr,,,
Tät vitmossa,,Mossor,SmaProvArt,Tat_vitmossa,https://sv.wikipedia.org/wiki/T%C3%A4t_vitmossa,Sphagnum compactum,sprov,,,,,,Mossor,Torr,,,
Enbjörnmossa,,Mossor,SmaProvArt,Enbjornmossa,https://sv.wikipedia.org/wiki/Enbj%C3%B6rnmossa,Polytrichum juniperinum,sprov,,,,,,Mossor,,,,
Gräshakmossa,,Mossor,SmaProvArt,Grashakmossa,https://sv.wikipedia.org/wiki/Gr%C3%A4shakmossa,Rhytidiadelphus squarrosus,sprov,,,,,,Mossor,,,,
Guldspärrmossa,,Mossor,SmaProvArt,Guldsparrmossa,https://sv.wikipedia.org/wiki/Guldsp%C3%A4rrmossa,Campylium stellatum,sprov,,,,,,Mossor,,,,
Gyllenmossa,,Mossor,SmaProvArt,Gyllenmossa,https://sv.wikipedia.org/wiki/Gyllenmossa,Tomentypnum nitens,sprov,,,,,,Mossor,,,,
Husmossa,,Mossor,SmaProvArt,Husmossa,https://sv.wikipedia.org/wiki/Husmossa,Hylocomium splendens,sprov,,,,,,Mossor,,,,
Hättemossor,,Mossor,SmaProvArt,Hattemossor,https://sv.wikipedia.org/wiki/Hättemossor,Orthotrichum,sprov,,,,,,,,,,
Kalkmossor,,Mossor,SmaProvArt,Kalkmossor,https://sv.wikipedia.org/wiki/Kalkmossor,Tortella,sprov,,,,,,,,,,
Klockmossor,,Mossor,SmaProvArt,Klockmossor,https://sv.wikipedia.org/wiki/Klockmossor,Encalypta,sprov,,,,,,,,,,
Knoppvitmossa,,Mossor,SmaProvArt,Knoppvitmossa,https://sv.wikipedia.org/wiki/Knoppvitmossa,Sphagnum teres,sprov,,,,,,Mossor,,,,
Kopparbryum,,Mossor,SmaProvArt,Kopparbryum,https://sv.wikipedia.org/wiki/Kopparbryum,Bryum alpinum,sprov,,,,,,,,,,
Korvskorpionmossa,,Mossor,SmaProvArt,Korvskorpionmossa,https://sv.wikipedia.org/wiki/Korvskorpionmossa,Scorpidium scorpioides,sprov,,,,,,Mossor,,,,
Kranshakmossa,,Mossor,SmaProvArt,Kranshakmossa,https://sv.wikipedia.org/wiki/Kranshakmossa,Rhytidiadelphus triquetrus,sprov,,,,,,Mossor,,,,
Krusmossor,,Mossor,SmaProvArt,Krusmossor,https://sv.wikipedia.org/wiki/Krusmossor,Weissia,sprov,,,,,,,,,,
Kvastmossor,,Mossor,SmaProvArt,Kvastmossor,https://sv.wikipedia.org/wiki/Kvastmossor,Dicranum,sprov,,,,,,Mossor,,,,
Myrbjörnmossa,,Mossor,SmaProvArt,Myrbjornmossa,https://sv.wikipedia.org/wiki/Myrbj%C3%B6rnmossa,Polytrichum strictum,sprov,,,,,,Mossor,,,,
Näckmossa,,Mossor,SmaProvArt,Nackmossa,https://sv.wikipedia.org/wiki/N%C3%A4ckmossa,Fontinalis,sprov,,,,,,Mossor,,,,
Piprensarmossa,,Mossor,SmaProvArt,Piprensarmossa,https://sv.wikipedia.org/wiki/Piprensarmossa,Paludella squarrosa,sprov,,,,,,Mossor,,,,
Praktvitmossa,,Mossor,SmaProvArt,Praktvitmossa,https://sv.wikipedia.org/wiki/Praktvitmossa,Sphagnum magellanicum,sprov,,,,,,Mossor,,,,
Raggmossor,,Mossor,SmaProvArt,Raggmossor,https://sv.wikipedia.org/wiki/Raggmossor,Racomitrium,sprov,,,,,,Mossor,,,,
Rostvitmossa,,Mossor,SmaProvArt,Rostvitmossa,https://sv.wikipedia.org/wiki/Rostvitmossa,Sphagnum fuscum,sprov,,,,,,Mossor,,,,
Sipperblindia,,Mossor,SmaProvArt,Sipperblindia,,Blindia acuta,sprov,,,,,,,,,,
Skogsbjörnmossa,,Mossor,SmaProvArt,Skogsbjornmossa,https://sv.wikipedia.org/wiki/Skogsbj%C3%B6rnmossa,Polytrichastrum formosum,sprov,,,,,,Mossor,,,,
Små röda vitmossor,,Mossor,SmaProvArt,Sma_roda_vitmossor,http://www.slu.se/documents/externwebben/s-fak/skoglig-resurshallning/landskapsanalys_publikationer/publikationer2003-2009/nils_manual_mossor_web2003.pdf,Sphagnum acutifolia*,sprov,,,,,,Mossor,,,,
Sotvitmossa,,Mossor,SmaProvArt,Sotvitmossa,https://sv.wikipedia.org/wiki/Sotvitmossa,Sphagnum papillosum,sprov,,,,,,Mossor,,,,
Spjutmossa,,Mossor,SmaProvArt,Spjutmossa,https://sv.wikipedia.org/wiki/Spjutmossa,Calliergonella cuspidata,sprov,,,,,,Mossor,,,,
Spärrvitmossa,,Mossor,SmaProvArt,Sparrvitmossa,https://sv.wikipedia.org/wiki/Sp%C3%A4rrvitmossa,Sphagnum squarrosum,sprov,,,,,,Mossor,,,,
Stor björnmossa,,Mossor,SmaProvArt,Stor_bjornmossa,https://sv.wikipedia.org/wiki/Stor_bj%C3%B6rnmossa,Polytrichum commune,sprov,,,,,,Mossor,,,,
Tallvitmossa,,Mossor,SmaProvArt,Tallvitmossa,https://sv.wikipedia.org/wiki/Tallvitmossa,Sphagnum capillifolium,sprov,,,,,,Mossor,,,,
Vitmossor övriga,,Mossor,SmaProvArt,Vitmossor_ovriga,https://sv.wikipedia.org/wiki/vitmossor,Sphagnum ,sprov,,,,,,Mossor,,,,
Väggmossa,,Mossor,SmaProvArt,Vaggmossa,https://sv.wikipedia.org/wiki/V%C3%A4ggmossa,Pleurozium schreberi,sprov,,,,,,Mossor,,,,
Myrlilja,,Myrliljeväxter,SmaProvArt,Myrlilja,https://sv.wikipedia.org/wiki/Myrlilja,Narthecium ossifragum,sprov,Stor art,,,,,,,,704,
Mållor,,Mållväxter,SmaProvArt,Mallor,https://sv.wikipedia.org/wiki/M%C3%A5llor,Chenopodium spp/Atriplex spp,sprov,,,,,,,,,111,
Gulmåra,,Måreväxter,SmaProvArt,Gulmara,https://sv.wikipedia.org/wiki/Gulm%C3%A5ra,Galium verum,sprov,,,,,,,,,478,
Snärjmåra,,Måreväxter,SmaProvArt,Snarjmara,https://sv.wikipedia.org/wiki/Sn%C3%A4rjm%C3%A5ra,Galium aparine,sprov,,,,,,,,,480,
Stenmåra,,Måreväxter,SmaProvArt,Stenmara,https://sv.wikipedia.org/wiki/Stenm%C3%A5ra,Galium saxatile,sprov,,,,,,,,,480,
Stormåra,,Måreväxter,SmaProvArt,Stormara,https://sv.wikipedia.org/wiki/Storm%C3%A5ra,Galium mollugo,sprov,,,,,,,,,478,
Sumpmåra,,Måreväxter,SmaProvArt,Sumpmara,https://sv.wikipedia.org/wiki/Sumpm%C3%A5ra,Galium uliginosum,sprov,,,,,,,,,476,
Vattenmåra,,Måreväxter,SmaProvArt,Vattenmara,https://sv.wikipedia.org/wiki/Vattenm%C3%A5ra,Galium palustre,sprov,,,,,,,,,478,
Vitmåra,,Måreväxter,SmaProvArt,Vitmara,https://sv.wikipedia.org/wiki/Vitm%C3%A5ra,Galium boreale,sprov,,,,,,,,,476,
Gäddnate,,Nateväxter,SmaProvArt,Gaddnate,https://sv.wikipedia.org/wiki/G%C3%A4ddnate,Potamogeton natans,sprov,,,,,,,,,750,
Bergglim,,Nejlikväxter,SmaProvArt,Bergglim,https://sv.wikipedia.org/wiki/Bergglim,Silene rupestris,sprov,,,,,,,Torr,,150,
Tjärblomster,,Nejlikväxter,SmaProvArt,Tjarblomster,https://sv.wikipedia.org/wiki/Tj%C3%A4rblomster,Viscaria vulgaris,sprov,,,,,,,Torr,,144,
Vit-/tuvknavel,,Nejlikväxter,SmaProvArt,Vit_tuvknavel,http://linnaeus.nrm.se/flora/di/caryophylla/scler/scleper.html,Scleranthus perennis/S. annuus,sprov,,,,,,,Torr,,142,2015-07-15
Vårspärgel,,Nejlikväxter,SmaProvArt,Varspargel,https://sv.wikipedia.org/wiki/V%C3%A5rsp%C3%A4rgel,Spergula morisonii,sprov,,,,,,,Torr,,143,
Backglim,,Nejlikväxter,SmaProvArt,Backglim,https://sv.wikipedia.org/wiki/Backglim,Silene nutans,sprov,,,,,,,,,148,
Grässtjärnblomma,,Nejlikväxter,SmaProvArt,Grasstjarnblomma,https://sv.wikipedia.org/wiki/Gr%C3%A4sstj%C3%A4rnblomma,Stellaria graminea,sprov,,,,,,,,,134,
Gökblomster,,Nejlikväxter,SmaProvArt,Gokblomster,https://sv.wikipedia.org/wiki/G%C3%B6kblomster,Lychnis flos-cuculi,sprov,,,,,,,,,144,
Hönsarv,,Nejlikväxter,SmaProvArt,Honsarv,https://sv.wikipedia.org/wiki/H%C3%B6nsarv,Cerastium fontanum,sprov,,,,,,,,,136,
Krypnarv,,Nejlikväxter,SmaProvArt,Krypnarv,https://sv.wikipedia.org/wiki/Krypnarv,Sagina procumbens,sprov,,,,,,,,,141,
Sandnarv,,Nejlikväxter,SmaProvArt,Sandnarv,https://sv.wikipedia.org/wiki/Sandnarv,Arenaria serpyllifolia,sprov,,,,,,,,,128,
Smällglim,,Nejlikväxter,SmaProvArt,Smallglim,https://sv.wikipedia.org/wiki/Sm%C3%A4llglim,Silene vulgaris,sprov,,,,,,,,,150,
Våtarv,,Nejlikväxter,SmaProvArt,Vatarv,https://sv.wikipedia.org/wiki/V%C3%A5tarv,Stellaria media,sprov,,,,,,,,,132,
Åkerspärgel,,Nejlikväxter,SmaProvArt,Akerspargel,http://sv.wikipedia.org/wiki/%C3%85kersp%C3%A4rgel,Spergula arvensis,sprov,,,,,,,,,143,
Gul näckros,,Näckrosväxter,SmaProvArt,Gul_nackros,https://sv.wikipedia.org/wiki/Gul_n%C3%A4ckros,Nuphar lutea,sprov,,,,,,,,,158,
Vit näckros,,Näckrosväxter,SmaProvArt,Vit_nackros,https://sv.wikipedia.org/wiki/Vit_n%C3%A4ckros,Nymphaea alba,sprov,,,,,,,,,158,
Brännässla,,Nässelväxter,SmaProvArt,Brannassla,https://sv.wikipedia.org/wiki/Br%C3%A4nn%C3%A4ssla,Urtica dioica,sprov,Stor art,,,,,,,,92,
Blodnäva,,Näveväxter,SmaProvArt,Blodnava,https://sv.wikipedia.org/wiki/Blodn%C3%A4va,Geranium sanguineum,sprov,,,,,,,,,368,
Midsommarblomster,,Näveväxter,SmaProvArt,Midsommarblomster,https://sv.wikipedia.org/wiki/Midsommarblomster,Geranium sylvaticum,sprov,,,,,,,,,370,
Sparv-/mjuknäva,,Näveväxter,SmaProvArt,Sparv_mjuknava,https://sv.wikipedia.org/wiki/Sparv-/mjukn%C3%A4va,Geranium pusillum/G. molle,sprov,,,,,,,,,372,
Stinknäva,,Näveväxter,SmaProvArt,Stinknava,https://sv.wikipedia.org/wiki/Stinkn%C3%A4va,Geranium robertianum,sprov,,,,,,,,,372,
Tulkört,,Oleanderväxter,SmaProvArt,Tulkort,https://sv.wikipedia.org/wiki/Tulk%C3%B6rt,Vincetoxicum hirundinaria,sprov,Stor art,,,,,,,,475,
Adam och Eva,,Orkideer,SmaProvArt,Adam_och_eva,http://linnaeus.nrm.se/flora/mono/orchida/dacty/dactlat.html,Dactylorhiza sambucina,sprov,,,,,,,Torr,Kalk,728,
Brudsporre,,Orkideer,SmaProvArt,Brudsporre,https://sv.wikipedia.org/wiki/Brudsporre,Gymnadenia conopsea,sprov,,,,,,,,Kalk,726,
Jungfru Marie nycklar,,Orkideer,SmaProvArt,Jungfru_Marie_nycklar,https://sv.wikipedia.org/wiki/Fl%C3%A4cknycklar,Dactylorhiza maculata subsp. maculata,sprov,,,,,,,,Silikat,732,
Nattvioler,,Orkideer,SmaProvArt,Nattvioler,https://sv.wikipedia.org/wiki/Nattvioler,Platanthera spp,sprov,,,,,,,,Silikat,724,
Ängsnycklar,,Orkideer,SmaProvArt,Angsnycklar,http://linnaeus.nrm.se/flora/mono/poa/helic/helipra.html,Dactylorhiza incarnata,sprov,,,,,,,,Kalk,729,
Knölsmörblomma,,Ranunkelväxter,SmaProvArt,Knolsmorblomma,https://sv.wikipedia.org/wiki/Kn%C3%B6lsm%C3%B6rblomma,Ranunculus bulbosus,sprov,,,,,,,Torr,,178,
Blåsippa,,Ranunkelväxter,SmaProvArt,Blasippa,https://sv.wikipedia.org/wiki/Bl%C3%A5sippa,Hepatica nobilis,sprov,,,,,,,,,174,
Kabbleka,,Ranunkelväxter,SmaProvArt,Kabbleka,https://sv.wikipedia.org/wiki/Kabbleka,Caltha palustris,sprov,,,,,,,,,161,
Majsmörblomma,,Ranunkelväxter,SmaProvArt,Majsmorblomma,https://sv.wikipedia.org/wiki/Majsm%C3%B6rblomma,Ranunculus auricomus,sprov,,,,,,,,,180,
Revsmörblomma,,Ranunkelväxter,SmaProvArt,Revsmorblomma,https://sv.wikipedia.org/wiki/Revsm%C3%B6rblomma,Ranunculus repens,sprov,,,,,,,,,175,
Smörbollar,,Ranunkelväxter,SmaProvArt,Smorbollar,https://sv.wikipedia.org/wiki/Sm%C3%B6rbollar,Trollius europaeus,sprov,,,,,,,,,160,
Vanlig smörblomma,,Ranunkelväxter,SmaProvArt,Vanlig_smorblomma,https://sv.wikipedia.org/wiki/Vanlig_sm%C3%B6rblomma,Ranunculus acris subsp. acris,sprov,,,,,,,,,176,
Vitsippa,,Ranunkelväxter,SmaProvArt,Vitsippa,https://sv.wikipedia.org/wiki/Vitsippa,Anemone nemorosa,sprov,,,,,,,,,172,
Femfingerört,,Rosväxter,SmaProvArt,Femfingerort,https://sv.wikipedia.org/wiki/Femfinger%C3%B6rt,Potentilla argentea,sprov,,,,,,,Torr,,296,
Vår-/småfingerört,,Rosväxter,SmaProvArt,Var_smafingerort,https://sv.wikipedia.org/wiki/V%C3%A5r-/sm%C3%A5finger%C3%B6rt,Potentilla crantzii/P. verna,sprov,,,,,,,Torr,,299,
Blodrot,,Rosväxter,SmaProvArt,Blodrot,https://sv.wikipedia.org/wiki/Blodrot,Potentilla erecta,sprov,,,,,,,,,302,
Brudbröd,,Rosväxter,SmaProvArt,Brudbrod,https://sv.wikipedia.org/wiki/Brudbr%C3%B6d,Filipendula vulgaris,sprov,,,,,,,,,265,
Daggkåpor (alla),,Rosväxter,SmaProvArt,DaggKapor,https://sv.wikipedia.org/wiki/Daggk%C3%A5por,Alchemilla,sprov,,,,,,,,,308,
Gåsört,,Rosväxter,SmaProvArt,Gasort,https://sv.wikipedia.org/wiki/G%C3%A5s%C3%B6rt,Argentina anserina,sprov,,,,,,,,,294,
Hjortron,,Rosväxter,SmaProvArt,Hjortron,https://sv.wikipedia.org/wiki/Hjortron,Rubus chamaemorus,sprov,,,,,,,,,266,
Humleblomster,,Rosväxter,SmaProvArt,Humleblomster,https://sv.wikipedia.org/wiki/Humleblomster,Geum rivale,sprov,,,,,,,,,292,
Kråkklöver,,Rosväxter,SmaProvArt,Krakklover,https://sv.wikipedia.org/wiki/Kr%C3%A5kkl%C3%B6ver,Comarum palustre,sprov,,,,,,,,,294,
Nejlikrot,,Rosväxter,SmaProvArt,Nejlikrot,https://sv.wikipedia.org/wiki/Nejlikrot,Geum urbanum,sprov,,,,,,,,,292,
Revfingerört,,Rosväxter,SmaProvArt,Revfingerort,https://sv.wikipedia.org/wiki/Revfinger%C3%B6rt,Potentilla reptans,sprov,,,,,,,,,302,
Smultron,,Rosväxter,SmaProvArt,Smultron,https://sv.wikipedia.org/wiki/Smultron,Fragaria vesca,sprov,,,,,,,,,304,
Småborre,,Rosväxter,SmaProvArt,Smaborre,https://sv.wikipedia.org/wiki/Sm%C3%A5borre,Agrimonia eupatoria,sprov,,,,,,,,,288,
Stenbär,,Rosväxter,SmaProvArt,Stenbar,https://sv.wikipedia.org/wiki/Stenb%C3%A4r,Rubus saxatilis,sprov,,,,,,,,,266,
Åkerbär,,Rosväxter,SmaProvArt,Akerbar,http://sv.wikipedia.org/wiki/%C3%85kerb%C3%A4r,Rubus arcticus,sprov,,,,,,,,,266,
Älgört,,Rosväxter,SmaProvArt,Algort,https://sv.wikipedia.org/wiki/%C3%84lggr%C3%A4s,Filipendula ulmaria,sprov,Stor art,,,,,,,,265,
Sileshår-arter,,Sileshårsväxter,SmaProvArt,Sileshar,https://sv.wikipedia.org/wiki/Silesh%C3%A5r-arter,Drosera,sprov,,,,,,,,,242,
Bergsyra,,Slideväxter,SmaProvArt,Bergsyra,https://sv.wikipedia.org/wiki/Bergsyra,Rumex acetosella,sprov,,,,,,,Torr,,100,
Jätteslide,,Slideväxter,SmaProvArt,Jatteslide,https://sv.wikipedia.org/wiki/J%C3%A4tteslide,Reynoutria sachalinensis,sprov,Stor art,,,,,,,,108,
Ormrot,,Slideväxter,SmaProvArt,Ormrot,https://sv.wikipedia.org/wiki/Ormrot,Bistorta vivipara,sprov,,,,,,,,,103,
Parkslide,,Slideväxter,SmaProvArt,Parkslide,https://sv.wikipedia.org/wiki/Parkslide,Reynoutria japonica,sprov,Stor art,,,,,,,,108,
"Skräppor (krus-, gårds-)",,Slideväxter,SmaProvArt,Skrappor_krusgard,https://sv.wikipedia.org/wiki/Skr%C3%A4ppor,Rumex crispus/R. longifolius,sprov,,,,,,,,,97,
Skräppor (tomt-),,Slideväxter,SmaProvArt,Skrappor_tomt,https://sv.wikipedia.org/wiki/Tomtskr%C3%A4ppa,Rumex obtusifolius,sprov,,,,,,,,,99,
"Skräppor (vatten-, häst-)",,Slideväxter,SmaProvArt,Skrappor_vattenhast,https://sv.wikipedia.org/wiki/Skr%C3%A4ppor ,Rumex aquaticus/R. hydrolapathum,sprov,,,,,,,,,96,
Trampört,,Slideväxter,SmaProvArt,Tramport,https://sv.wikipedia.org/wiki/Tramp%C3%B6rt,Polygonum aviculare,sprov,,,,,,,,,104,
Vattenpilört,,Slideväxter,SmaProvArt,Vattenpilort,https://sv.wikipedia.org/wiki/Vattenpil%C3%B6rt,Persicaria amphibia,sprov,,,,,,,,,106,
Åker-/lövbinda,,Slideväxter,SmaProvArt,Aker_lovbinda,http://sv.wikipedia.org/wiki/%C3%85kerbinda,Fallopia convolvulus/F. dumetorum,sprov,,,,,,,,,108,
Ängssyra,,Slideväxter,SmaProvArt,Angssyra,https://sv.wikipedia.org/wiki/%C3%84ngssyra,Rumex acetosa,sprov,,,,,,,,,101,
Granspira,,Snyltrotsväxter,SmaProvArt,Granspira,https://sv.wikipedia.org/wiki/Granspira,Pedicularis sylvatica,sprov,,,,,,,,,554,
Kärrspira,,Snyltrotsväxter,SmaProvArt,Karrspira,https://sv.wikipedia.org/wiki/K%C3%A4rrspira,Pedicularis palustris,sprov,,,,,,,,,557,
Svarthö,,Snyltrotsväxter,SmaProvArt,Svartho,https://sv.wikipedia.org/wiki/Svarth%C3%B6,Bartsia alpina,sprov,,,,,,,,,554,
Ängs-/höskallra,,Snyltrotsväxter,SmaProvArt,Angs_hoskallra,https://sv.wikipedia.org/wiki/%C3%84ngsskallra,Rhinanthus minor/R. serotinus,sprov,,,,,,,,,558,
Ängs-/skogskovall,,Snyltrotsväxter,SmaProvArt,Angs_skogskovall,https://sv.wikipedia.org/wiki/%C3%84ngskovall,Melampyrum pratense/M. sylvaticum,sprov,,,,,,,,,548,
Ögontröst-arter,,Snyltrotsväxter,SmaProvArt,Ogontrost_arter,https://sv.wikipedia.org/wiki/%C3%B6gontr%C3%B6st-arter,Euphrasia spp,sprov,,,,,,,,,550,
Solvända,,Solvändeväxter,SmaProvArt,Solvanda,https://sv.wikipedia.org/wiki/Solv%C3%A4nda,Helianthemum nummularium,sprov,,,,,,,,,404,
Ekorrbär,,Sparrisväxter,SmaProvArt,Ekorrbar,https://sv.wikipedia.org/wiki/Ekorrb%C3%A4r,Maianthemum bifolium,sprov,,,,,,,,,685,
Getrams,,Sparrisväxter,SmaProvArt,Getrams,https://sv.wikipedia.org/wiki/Getrams,Polygonatum odoratum,sprov,,,,,,,,,686,
Liljekonvalj,,Sparrisväxter,SmaProvArt,Liljekonvalj,https://sv.wikipedia.org/wiki/Liljekonvalj,Convallaria majalis,sprov,,,,,,,,,685,
Grusbräcka,,Stenbräckeväxter,SmaProvArt,Grusbracka,https://sv.wikipedia.org/wiki/Grusbr%C3%A4cka,Saxifraga tridactylites,sprov,,,,,,,Torr,,249,
Mandelblom,,Stenbräckeväxter,SmaProvArt,Mandelblom,https://sv.wikipedia.org/wiki/Mandelblom,Saxifraga granulata,sprov,,,,,,,,,250,
Ekbräken,,Stenbräkenväxter,SmaProvArt,Ekbraken,https://sv.wikipedia.org/wiki/Ekbr%C3%A4ken,Gymnocarpium dryopteris,sprov,,,,,,,,,54,
Stensöta,,Stensöteväxter,SmaProvArt,Stensota,https://sv.wikipedia.org/wiki/Stens%C3%B6ta,Polypodium vulgare,sprov,,,,,,,,,45,
Back-/brok-/vårförgätmigej,,Strävbladiga,SmaProvArt,Back_brok_varforgatmigej,https://sv.wikipedia.org/wiki/Backf%C3%B6rg%C3%A4tmigej,Myosotis ramosissima/M. discolor/M. stricta,sprov,,,,,,,,,496,
Blåeld,,Strävbladiga,SmaProvArt,Blaeld,https://sv.wikipedia.org/wiki/Bl%C3%A5eld,Echium vulgare,sprov,,,,,,,,,488,
Åkerförgätmigej,,Strävbladiga,SmaProvArt,Akerforgatmigej,http://sv.wikipedia.org/wiki/%C3%85kerf%C3%B6rg%C3%A4tmigej,Myosotis arvensis,sprov,,,,,,,,,496,
Svalting,,Svaltingväxter,SmaProvArt,Svalting,https://sv.wikipedia.org/wiki/Svalting,Alisma plantago-aquatica,sprov,,,,,,,,,744,
Trift,,Triftväxter,SmaProvArt,Trift,https://sv.wikipedia.org/wiki/Trift,Armeria maritima,sprov,,,,,,,,,467,
Träjon,,Träjonväxter,SmaProvArt,Trajon,https://sv.wikipedia.org/wiki/Tr%C3%A4jon,Dryopteris filix-mas,sprov,,,,,,,,,56,
Borsttåg,,Tågväxter,SmaProvArt,Borsttag,https://sv.wikipedia.org/wiki/Borstt%C3%A5g,Juncus squarrosus,sprov,,,,,,,,,764,
Knapptåg,,Tågväxter,SmaProvArt,Knapptag,https://sv.wikipedia.org/wiki/Knappt%C3%A5g,Juncus conglomeratus,sprov,Stor art,,,,,,,,764,
Knipp-/ängsfryle,,Tågväxter,SmaProvArt,Knipp_angsfryle,https://sv.wikipedia.org/wiki/Knipp-/%C3%A4ngsfryle,Luzula campestris/L. multiflora,sprov,,,,,Hävd,,,,770,
Veketåg,,Tågväxter,SmaProvArt,Veketag,https://sv.wikipedia.org/wiki/Veket%C3%A5g,Juncus effusus,sprov,Stor art,,,,,,,,764,
Vårfryle,,Tågväxter,SmaProvArt,Varfryle,https://sv.wikipedia.org/wiki/V%C3%A5rfryle,Luzula pilosa,sprov,,,,,,,,,773,
Tätört,,Tätörtsväxter,SmaProvArt,Tatort,https://sv.wikipedia.org/wiki/T%C3%A4t%C3%B6rt,Pinguicula vulgaris,sprov,,,,,,,,,563,
Skogsbingel,,Törelväxter,SmaProvArt,Skogsbingel,https://sv.wikipedia.org/wiki/Skogsbingel,Mercurialis perennis,sprov,,,,,,,,,376,
Vattenklöver,,Vattenklöverväxter,SmaProvArt,Vattenklover,https://sv.wikipedia.org/wiki/Vattenkl%C3%B6ver,Menyanthes trifoliata,sprov,,,,,,,,,474,
Snårvinda,,Vindeväxter,SmaProvArt,Snarvinda,https://sv.wikipedia.org/wiki/Sn%C3%A5rvinda,Calystegia sepium,sprov,,,,,,,,,484,
Åkervinda,,Vindeväxter,SmaProvArt,Akervinda,http://artfakta.artdatabanken.se/taxon/219775,Convolvulus arvensis,sprov,,,,,,,,,484,
Styvmorsviol,,Violväxter,SmaProvArt,Styvmorsviol,https://sv.wikipedia.org/wiki/Styvmorsviol,Viola tricolor,sprov,,,,,,,Torr,,402,
Buskviol,,Violväxter,SmaProvArt,Buskviol,https://sv.wikipedia.org/wiki/Buskviol,Viola hirta,sprov,,,,,,,,,398,
Kärrviol,,Violväxter,SmaProvArt,Karrviol,https://sv.wikipedia.org/wiki/K%C3%A4rrviol,Viola palustris,sprov,,,,,,,,,399,
Åkerviol,,Violväxter,SmaProvArt,Akerviol,https://sv.wikipedia.org/wiki/%C3%85kerviol,Viola arvensis,sprov,,,,,,,,,403,
Ängs-/skogsviol,,Violväxter,SmaProvArt,Angs_skogsviol,https://sv.wikipedia.org/wiki/Violsl%C3%A4ktet,Viola canina/V. riviniana,sprov,,,,,,,,,400,
Gullviva,,Viveväxter,SmaProvArt,Gullviva,https://sv.wikipedia.org/wiki/Gullviva,Primula veris,sprov,,,,,,,,,460,
Majviva,,Viveväxter,SmaProvArt,Majviva,https://sv.wikipedia.org/wiki/Majviva,Primula farinosa,sprov,,,,,,,,Kalk,461,
Skogsstjärna,,Viveväxter,SmaProvArt,Skogsstjarna,https://sv.wikipedia.org/wiki/Skogsstj%C3%A4rna,Lysimachia europaea,sprov,,,,,,,,,465,
Topplösa,,Viveväxter,SmaProvArt,Topplosa,https://sv.wikipedia.org/wiki/Toppl%C3%B6sa,Lysimachia thyrsiflora,sprov,,,,,,,,,464,
