version,0.288,,,,,,,,,,,,,,,,
Label,Description,P_Familj,Group Name,Variable Name,Internet link,Latin,p_Smaprov,P_Stora,P_BuskarTrad,P_Barande,P_Habitat,P_hävd,P_Mossor,P_Fukt,P_KalkSilikat,P_sida_nordiskafloran,Datum införande
Videört,,Viveväxter,SmaProvArt,Videort,https://sv.wikipedia.org/wiki/Vide%C3%B6rt,Lysimachia vulgaris,sprov,,,,,,,,,463,
Harklöver,,Ärtväxter,SmaProvArt,Harklover,https://sv.wikipedia.org/wiki/Harkl%C3%B6ver,Trifolium arvense,sprov,,,,,,,Torr,,358,
Alsikeklöver,,Ärtväxter,SmaProvArt,Alsikeklover,https://sv.wikipedia.org/wiki/Alsikekl%C3%B6ver,Trifolium hybridum,sprov,,,,,,,,,357,
Backklöver,,Ärtväxter,SmaProvArt,Backklover,https://sv.wikipedia.org/wiki/Backkl%C3%B6ver,Trifolium montanum,sprov,,,,,,,,,357,
Blomsterlupin,,Ärtväxter,SmaProvArt,Blomsterlupin,https://sv.wikipedia.org/wiki/Blomsterlupin,Lupinus polyphyllus,sprov,Stor art,,,,,,,,336,
Blå-/gullucern,,Ärtväxter,SmaProvArt,Bla_gullucern,https://sv.wikipedia.org/wiki/Bl%C3%A5-/gullucern,Medicago sativa subsp. sativa/falcata,sprov,,,,,,,,,356,
Duv-/sparvvicker,,Ärtväxter,SmaProvArt,Duv_sparvvicker,https://sv.wikipedia.org/wiki/Duv-/sparvvicker,Vicia hirsuta/V. tetrasperma,sprov,,,,,,,,,344,
Getväppling,,Ärtväxter,SmaProvArt,Getvappling,https://sv.wikipedia.org/wiki/Getv%C3%A4ppling,Anthyllis vulneraria,sprov,,,,,,,,,362,
Gulvial,,Ärtväxter,SmaProvArt,Gulvial,https://sv.wikipedia.org/wiki/Gulvial,Lathyrus pratensis,sprov,,,,,,,,,350,
Gökärt,,Ärtväxter,SmaProvArt,Gokart,https://sv.wikipedia.org/wiki/G%C3%B6k%C3%A4rt,Lathyrus linifolius,sprov,,,,,,,,,349,
Humlelucern,,Ärtväxter,SmaProvArt,Humlelucern,https://sv.wikipedia.org/wiki/Humlelucern,Medicago lupulina,sprov,,,,,,,,,356,
Häckvicker,,Ärtväxter,SmaProvArt,Hackvicker,https://sv.wikipedia.org/wiki/H%C3%A4ckvicker,Vicia sepium,sprov,,,,,,,,,345,
Kråkvicker,,Ärtväxter,SmaProvArt,Krakvicker,https://sv.wikipedia.org/wiki/Kr%C3%A5kvicker,Vicia cracca,sprov,,,,,,,,,342,
Käringtand,,Ärtväxter,SmaProvArt,Karingtand,https://sv.wikipedia.org/wiki/K%C3%A4ringtand,Lotus corniculatus,sprov,,,,,,,,,362,
Rödklöver,,Ärtväxter,SmaProvArt,Rodklover,https://sv.wikipedia.org/wiki/R%C3%B6dkl%C3%B6ver,Trifolium pratense,sprov,,,,,,,,,360,
Skogsklöver,,Ärtväxter,SmaProvArt,Skogsklover,https://sv.wikipedia.org/wiki/Skogskl%C3%B6ver,Trifolium medium,sprov,,,,,,,,,360,
Vitklöver,,Ärtväxter,SmaProvArt,Vitklover,https://sv.wikipedia.org/wiki/Vitkl%C3%B6ver,Trifolium repens,sprov,,,,,,,,,357,
Örnbräken,,Örnbräkenväxter,SmaProvArt,Ornbraken,https://sv.wikipedia.org/wiki/%C3%B6rnbr%C3%A4ken,Pteridium aquilinum,sprov,Stor art,,,,,,,,45,
Blåsuga,,Kransblommiga,SmaProvArt,Blasuga,https://sv.wikipedia.org/wiki/Bl%C3%A5suga,Ajuga pyramidalis,sprov,,,,,,,,,,2016-04-21
Slåttergubbe,,Korgblommiga,SmaProvArt,Slattergubbe,https://sv.wikipedia.org/wiki/Sl%C3%A5ttergubbe,Arnica montana,sprov,,,,,,,,,,2016-04-21
Klasefibbla,,Korgblommiga,SmaProvArt,Klasefibbla,https://sv.wikipedia.org/wiki/Klasefibbla,Crepis praemorsa,sprov,,,,,,,,,,2016-04-21
Backnejlika,,Nejlikväxter,SmaProvArt,Backnejlika,https://sv.wikipedia.org/wiki/Backnejlika,Dianthus deltoides,sprov,,,,,,,,,,2016-04-21
Havssälting,,Sältingväxter,SmaProvArt,Havssalting,https://sv.wikipedia.org/wiki/Havss%C3%A4lting,Triglochin maritimum,sprov,,,,,,,,,,2016-04-21
Kärrsälting,,Sältingväxter,SmaProvArt,Karrsalting,https://sv.wikipedia.org/wiki/K%C3%A4rrs%C3%A4lting,Triglochin palustre,sprov,,,,,,,,,,2016-04-21
Mjölkört,,Dunörtsväxter,StoraArter,Mjolkort,https://sv.wikipedia.org/wiki/Mj%C3%B6lk%C3%B6rt,Chamaenerion angustifolium,,Stor art,,,,,,,,414,
Kirskål,,Flockblommiga,StoraArter,Kirskal,https://sv.wikipedia.org/wiki/Kirsk%C3%A5l,Aegopodium podagraria,,Stor art,,,,,,,,433,
Vass,,Gräs,StoraArter,Vass,https://sv.wikipedia.org/wiki/Vass,Phragmites australis,,Stor art,,,,,,Blöt,,875,
Gren-/brunrör,,Gräs,StoraArter,Gren_brunror,https://sv.wikipedia.org/wiki/Brunr%C3%B6r/grenr%C3%B6r,Calamagrostis ,,Stor art,,,,,,,,869,
Jättegröe,,Gräs,StoraArter,Jattegroe,https://sv.wikipedia.org/wiki/J%C3%A4ttegr%C3%B6e,Glyceria maxima,,Stor art,,,,,,,,842,
Rörflen,,Gräs,StoraArter,Rorflen,https://sv.wikipedia.org/wiki/R%C3%B6rflen,Phalaris arundinacea,,Stor art,,,,,,,,872,
Trådstarr,,Halvgräs,StoraArter,Tradstarr,https://sv.wikipedia.org/wiki/Tr%C3%A5dstarr,Carex lasiocarpa,,Stor art,,,,,,Blöt,,794,
Vasstarr,,Halvgräs,StoraArter,Vasstarr,https://sv.wikipedia.org/wiki/Vasstarr,Carex acuta,,Stor art,,,,,,Blöt,,815,
Ag,,Halvgräs,StoraArter,Ag,http://www.biopix.net/search.aspx?q=Cladium%20mariscus,Cladium mariscus,,Stor art,,,,,,,,782,2015-08-28
Blåsäv,,Halvgräs,StoraArter,Blasav,https://sv.wikipedia.org/wiki/Bl%C3%A5s%C3%A4v,Schoenoplectus tabernaemontani,,Stor art,,,,,,,,775,
Flaskstarr,,Halvgräs,StoraArter,Flaskstarr,https://sv.wikipedia.org/wiki/Flaskstarr,Carex rostrata,,Stor art,,,,,,,,796,
Norrlandsstarr,,Halvgräs,StoraArter,Norrlandsstarr,https://sv.wikipedia.org/wiki/Norrlandsstarr,Carex aquatilis,,Stor art,,,,,,,,813,
Skogssäv,,Halvgräs,StoraArter,Skogssav,https://sv.wikipedia.org/wiki/Skogss%C3%A4v,Scirpus sylvaticus,,Stor art,,,,,,,,774,
Säv/blåsäv,,Halvgräs,StoraArter,Sav_blasav,https://sv.wikipedia.org/wiki/S%C3%A4v/bl%C3%A5s%C3%A4v,Schoenoplectus lacustris/S. tabernaemontani,,Stor art,,,,,,,,775,
Tuv-stylt-/bunkestarr,,Halvgräs,StoraArter,Tuv_stylt_bunkestarr,https://sv.wikipedia.org/wiki/Tuv-stylt-/bunkestarr,Carex cespitosa/C. nigra var juncea/C. elata,,,,,,,,,,814,
Gul svärdslilja,,Irisväxter,StoraArter,Gul_svardslilja,https://sv.wikipedia.org/wiki/sv%C3%A4rdslilja,Iris pseudacorus,,Stor art,,,,,,Blöt,,711,
Bred-/smalkaveldun,,Kaveldunsväxter,StoraArter,Bredkaveldun_smal,https://sv.wikipedia.org/wiki/Bred-/smalkaveldun,Typha latifolia/T. angustifolia,,Stor art,,,,,,Blöt,,759,
Åkertistel,,Korgblommiga,StoraArter,Akertistel,https://sv.wikipedia.org/wiki/%C3%85kertistel,Cirsium arvense,,Stor art,,,,,,,,642,
Ryssgubbe,,Korsblommiga,StoraArter,Ryssgubbe,https://sv.wikipedia.org/wiki/Ryssgubbe,Bunias orientalis,,,,,,,,,,211,
Brännässla,,Nässelväxter,StoraArter,Brannassla,https://sv.wikipedia.org/wiki/Br%C3%A4nn%C3%A4ssla,Urtica dioica,,Stor art,,,,,,,,92,
Älgört,,Rosväxter,StoraArter,Algort,https://sv.wikipedia.org/wiki/%C3%84lggr%C3%A4s,Filipendula ulmaria,,Stor art,,,,,,Blöt,,265,
Veke-/knapptåg,,Tågväxter,StoraArter,Veke_knapptag,https://sv.wikipedia.org/wiki/Veke-/knappt%C3%A5g,Juncus effusus/J. conglomeratus,,Stor art,,,,,,Blöt,,764,
Örnbräken,,Örnbräkenväxter,StoraArter,Ornbraken,https://sv.wikipedia.org/wiki/%C3%B6rnbr%C3%A4ken,Pteridium aquilinum,,Stor art,,,,,,,,45,
Övriga buskar,,-,TradBuskArt,Buskar_ovriga,https://c1.staticflickr.com/5/4124/5044598464_058ccd6e06_b.jpg,,,,Buskar,,,,,,,,2015-06-01
Övriga lövträd,,-,TradBuskArt,Lovtrad_ovriga,https://sv.wikipedia.org/wiki/G%C3%B6mfr%C3%B6v%C3%A4xter,,,,Träd,,,,,,,,2015-06-01
Almar,,Almväxter,TradBuskArt,Almar,http://sv.wikipedia.org/wiki/Almsl%C3%A4ktet,,,,Träd,,,,,,,,
Murgröna,,Araliaväxter,TradBuskArt,Murgrona,https://sv.wikipedia.org/wiki/Murgr%C3%B6na,,,,Buskar,,,,,,,,2015-06-01
Benved,,Benvedsväxter,TradBuskArt,Benved,https://sv.wikipedia.org/wiki/Benved,,,,Buskar,,,,,,,,2015-06-01
Berberis,,Berberisväxter,TradBuskArt,Berberis,https://sv.wikipedia.org/wiki/Berberis,,,,Buskar,,,,,,,,
Gråal,,Björkväxter,TradBuskArt,Graal,https://sv.wikipedia.org/wiki/Gr%C3%A5al,,,,Träd,,,,,Blöt,,,2015-06-01
Klibbal,,Björkväxter,TradBuskArt,Klibbal,https://sv.wikipedia.org/wiki/Klibbal,,,,Träd,,,,,Blöt,,,2015-06-01
Hassel,,Björkväxter,TradBuskArt,Hassel,https://sv.wikipedia.org/wiki/Hassel,Corylus avellana,,,Buskar,Bärande,,,,,,,2015-06-01
Avenbok,,Björkväxter,TradBuskArt,Avenbok,https://sv.wikipedia.org/wiki/Avenbok,,,,Träd,,,,,,,,
Björkar,,Björkväxter,TradBuskArt,Bjorkar,https://sv.wikipedia.org/wiki/Bj%C3%B6rkar,,,,Träd,,,,,,,,2015-06-01
Dvärgbjörk,,Björkväxter,TradBuskArt,Dvargbjork,https://sv.wikipedia.org/wiki/Dv%C3%A4rgbj%C3%B6rk,,,,Buskar,,,,,,,,2015-06-01
Bok,,Bokväxter,TradBuskArt,Bok,https://sv.wikipedia.org/wiki/Bok,,,,Träd,,,,,,,,2015-06-01
Ekar,,Bokväxter,TradBuskArt,Ekar,https://sv.wikipedia.org/wiki/Ekar,,,,Träd,,,,,,,,2015-06-01
Brakved,,Brakvedsväxter,TradBuskArt,Brakved,https://sv.wikipedia.org/wiki/Brakved,Rhamnus frangula,,,Buskar,Bärande,,,,,,,2015-06-01
Getapel,,Brakvedsväxter,TradBuskArt,Getapel,https://sv.wikipedia.org/wiki/Getapel,Rhamnus cathartica,,,Buskar,Bärande,,,,,,,2015-06-01
"En, levande",,Cypressväxter,TradBuskArt,En,https://sv.wikipedia.org/wiki/En,,,,Buskar,,,,,,,,2015-06-01
Druvfläder,,Desmeknoppsväxter,TradBuskArt,Druvflader,https://sv.wikipedia.org/wiki/Druvfl%C3%A4der,Sambucus racemosa,,,Buskar,Bärande,,,,,,,2015-06-01
Fläder,,Desmeknoppsväxter,TradBuskArt,Flader,https://sv.wikipedia.org/wiki/Fl%C3%A4der,Sambucus nigra,,,Buskar,Bärande,,,,,,,2015-06-01
Olvon,,Desmeknoppsväxter,TradBuskArt,Olvon,https://sv.wikipedia.org/wiki/Olvon,Viburnum opulus,,,Buskar,Bärande,,,,,,,2015-06-01
Döda lövbuskar,,Döda,TradBuskArt,Lovbuskar_doda,http://vignette1.wikia.nocookie.net/shakeitup/images/f/f2/Bye_Gravestone.jpg/revision/latest?cb=20130329160659,,,,Buskar,,,,,,,,2015-06-01
Döda lövträd,,Döda,TradBuskArt,Lovtrad_doda,http://vignette1.wikia.nocookie.net/shakeitup/images/f/f2/Bye_Gravestone.jpg/revision/latest?cb=20130329160659,,,,Träd,,,,,,,,2015-06-29
Döda barrträd,,Döda,TradBuskArt,Barrtrad_doda,http://vignette1.wikia.nocookie.net/shakeitup/images/f/f2/Bye_Gravestone.jpg/revision/latest?cb=20130329160659,,,,,,,,,,,,
"En, död",,Döda,TradBuskArt,En_dod,http://images.fineartamerica.com/images-medium-5/twisted-juniper-tree-at-dead-horse-point-alex-cassels.jpg,,,,Buskar,,,,,,,,
Havtorn,,Havtornsväxter,TradBuskArt,Havtorn,https://sv.wikipedia.org/wiki/Havtorn,Hippophaë rhamnoides,,,Buskar,Bärande,,,,,,,2015-06-01
Idegran,,Idegransväxter,TradBuskArt,Idegran,https://sv.wikipedia.org/wiki/Idegran,Taxus baccata,,,Träd,Bärande,,,,,,,2015-06-01
Kaprifol/vildkaprifol,,Kaprifolväxter,TradBuskArt,Kaprifol,https://sv.wikipedia.org/wiki/Kaprifol/vildkaprifol,Lonicera caprifolium/L. periclymenum,,,Buskar,Bärande,,,,,,,2015-06-01
Snöbär,,Kaprifolväxter,TradBuskArt,Snobar,https://sv.wikipedia.org/wiki/Sn%C3%B6b%C3%A4r,Symphoricarpos albus,,,Buskar,Bärande,,,,,,,2015-06-01
Blåtry,,Kaprifolväxter,TradBuskArt,Blatry,https://sv.wikipedia.org/wiki/Bl%C3%A5try,Lonicera caerulea,,,Buskar,,,,,,,,2015-06-01
Skogstry,,Kaprifolväxter,TradBuskArt,Skogstry,https://sv.wikipedia.org/wiki/Skogstry,Lonicera xylosteum,,,Buskar,,,,,,,,2015-06-01
Hästkastanj,,Kinesträdsväxter,TradBuskArt,Hastkastanj,https://sv.wikipedia.org/wiki/H%C3%A4stkastanj,Aesculus hippocastanum,,,Träd,,,,,,,,2015-06-01
Lönn,,Kinesträdsväxter,TradBuskArt,Lonn,https://sv.wikipedia.org/wiki/L%C3%B6nn,Acer platanoides,,,Träd,,,,,,,,2015-06-01
Tysklönn,,Kinesträdsväxter,TradBuskArt,Tysklonn,https://sv.wikipedia.org/wiki/Tyskl%C3%B6nn,Acer pseudoplatanus,,,Träd,,,,,,,,
Skogskornell,,Kornellväxter,TradBuskArt,Skogskornell,https://sv.wikipedia.org/wiki/Skogskornell,Cornus sanguinea,,,Buskar,,,,,,,,2015-06-01
Videkornell,,Kornellväxter,TradBuskArt,Videkornell,https://sv.wikipedia.org/wiki/Videkornell,Cornus sericea,,,Buskar,,,,,,,,2015-06-01
Lindar,,Malvaväxter,TradBuskArt,Lindar,https://sv.wikipedia.org/wiki/Lindar,Tilia,,,Träd,,,,,,,,2015-06-01
Pors,,Porsväxter,TradBuskArt,Pors,https://sv.wikipedia.org/wiki/Pors,Myrica,,,Buskar,,,,,,,,2015-06-01
Apel,,Rosväxter,TradBuskArt,Apel,http://sv.wikipedia.org/wiki/%C3%84pple,Malus sylvestris/M.domesticus,,,Träd,Bärande,,,,,,,
Björnbär,,Rosväxter,TradBuskArt,Bjornbar,https://sv.wikipedia.org/wiki/Bj%C3%B6rnb%C3%A4r,Rubus Rubus,,,Buskar,Bärande,,,,,,,2015-06-01
Blåhallon,,Rosväxter,TradBuskArt,Blahallon,https://sv.wikipedia.org/wiki/Bl%C3%A5hallon,Rubus caesius,,,Buskar,Bärande,,,,,,,2015-06-01
Hagtorn,,Rosväxter,TradBuskArt,Hagtorn,https://sv.wikipedia.org/wiki/Hagtorn,Crataegus,,,Buskar,Bärande,,,,,,,2015-06-01
Hallon,,Rosväxter,TradBuskArt,Hallon,https://sv.wikipedia.org/wiki/Hallon,Rubus idaeus,,,Buskar,Bärande,,,,,,,2015-06-01
Hägg,,Rosväxter,TradBuskArt,Hagg,https://sv.wikipedia.org/wiki/H%C3%A4gg,Prunus padus,,,Träd,Bärande,,,,,,,2015-06-01
Häggmisplar,,Rosväxter,TradBuskArt,Haggmisplar,https://sv.wikipedia.org/wiki/H%C3%A4ggmisplar,Amelanchier,,,Buskar,Bärande,,,,,,,2015-06-01
Krusbär,,Rosväxter,TradBuskArt,Krusbar,https://sv.wikipedia.org/wiki/Krusb%C3%A4r,Ribes uva-crispa,,,Buskar,Bärande,,,,,,,2015-06-01
Måbär,,Rosväxter,TradBuskArt,Mabar,https://sv.wikipedia.org/wiki/M%C3%A5b%C3%A4r,Ribes alpinum,,,Buskar,Bärande,,,,,,,2015-06-01
Oxlar,"Bären äro smakelige at äta; men hafwa den olägenheten, at de förorsaka mycket wäder. Af torkade bären kan bröd bakas, brännewin brännas, och dricka bryggas (CvL)",Rosväxter,TradBuskArt,Oxlar,https://sv.wikipedia.org/wiki/Oxel,Sorbus intermedia,,,Träd,Bärande,,,,,,,2015-06-01
Plommon,,Rosväxter,TradBuskArt,Plommon,https://sv.wikipedia.org/wiki/Plommon,Prunus domestica,,,Träd,Bärande,,,,,,,2015-06-01
Päron,,Rosväxter,TradBuskArt,Paron,https://sv.wikipedia.org/wiki/P%C3%A4ron,Pyrus communis,,,Träd,Bärande,,,,,,,2015-06-01
Rosor övriga,,Rosväxter,TradBuskArt,Rosor_ovriga,https://sv.wikipedia.org/wiki/Rossl%C3%A4ktet,Rosa spp.,,,Buskar,Bärande,,,,,,,2015-06-01
Rönn,,Rosväxter,TradBuskArt,Ronn,https://sv.wikipedia.org/wiki/R%C3%B6nn,Sorbus aucuparia,,,Träd,Bärande,,,,,,,2015-06-01
Slån,,Rosväxter,TradBuskArt,Slan,https://sv.wikipedia.org/wiki/Sl%C3%A5n,Prunus spinosa,,,Buskar,Bärande,,,,,,,2015-06-01
Sötkörsbär,,Rosväxter,TradBuskArt,Sotkorsbar,https://sv.wikipedia.org/wiki/S%C3%B6tk%C3%B6rsb%C3%A4r,Prunus avium,,,Träd,Bärande,,,,,,,2015-06-01
Vinbär,,Rosväxter,TradBuskArt,Vinbar,https://sv.wikipedia.org/wiki/Vinb%C3%A4r,Ribes,,,Buskar,Bärande,,,,,,,2015-06-01
Vresros,,Rosväxter,TradBuskArt,Vresros,https://sv.wikipedia.org/wiki/Vresros,Rosa rugosa,,,Buskar,Bärande,,,,,,,2015-06-01
Spirea,,Rosväxter,TradBuskArt,Spirea,https://sv.wikipedia.org/wiki/Spirea,,,,Buskar,,,,,,,,2015-06-01
"Tok, ölandstok",,Rosväxter,TradBuskArt,Tok_olandstok,https://sv.wikipedia.org/wiki/%C3%B6landstok,,,,Buskar,,,,,,,,
Ask,,Syrenväxter,TradBuskArt,Ask,https://sv.wikipedia.org/wiki/Ask_(tr%C3%A4d),,,,Träd,,,,,,,,2015-06-01
Liguster,,Syrenväxter,TradBuskArt,Liguster,https://sv.wikipedia.org/wiki/Liguster,,,,Buskar,,,,,,,,2015-06-01
Syren,,Syrenväxter,TradBuskArt,Syren,https://sv.wikipedia.org/wiki/Syren,,,,Buskar,,,,,,,,2015-06-01
Bergtall,,Tallväxter,TradBuskArt,Bergtall,https://sv.wikipedia.org/wiki/Bergtall,,,,Träd,,,,,,,,2015-06-01
Cembratall,,Tallväxter,TradBuskArt,Cembratall,https://sv.wikipedia.org/wiki/Cembratall,,,,Träd,,,,,,,,2015-06-01
Contortatall,,Tallväxter,TradBuskArt,Contortatall,https://sv.wikipedia.org/wiki/Contortatall,,,,Träd,,,,,,,,
Främ. Picea,,Tallväxter,TradBuskArt,Picea,https://sv.wikipedia.org/wiki/Picea,,,,Träd,,,,,,,,2015-06-01
Gran,,Tallväxter,TradBuskArt,Gran,https://sv.wikipedia.org/wiki/Gran,,,,Träd,,,,,,,,2015-06-01
Lärk,,Tallväxter,TradBuskArt,Lark,https://sv.wikipedia.org/wiki/L%C3%A4rk,,,,Träd,,,,,,,,2015-06-01
Tall,,Tallväxter,TradBuskArt,Tall,https://sv.wikipedia.org/wiki/Tall,Pinus sylvestris,,,Träd,,,,,,,,
Ädelgr. Abies,,Tallväxter,TradBuskArt,Abies_adelgran,http://sv.wikipedia.org/wiki/%C3%84delgranssl%C3%A4ktet,,,,Träd,,,,,,,,
Övr. främ. barr,,Tallväxter,TradBuskArt,Granar_ovriga,https://sv.wikipedia.org/wiki/Picea,,,,Träd,,,,,,,,2015-06-01
Övriga tallar,,Tallväxter,TradBuskArt,Tallar_ovriga,https://sv.wikipedia.org/wiki/Tallsl%C3%A4ktet,,,,Träd,,,,,,,,
Tibast,,Tibastväxter,TradBuskArt,Tibast,https://sv.wikipedia.org/wiki/Tibast,Daphne mezereum,,,Buskar,Bärande,,,,,,,2015-06-01
Sälg ,,Videväxter,TradBuskArt,Salg,https://sv.wikipedia.org/wiki/S%C3%A4lg,Salix caprea,,,Träd,Bärande,,,,,,,2015-06-01
Asp,,Videväxter,TradBuskArt,Asp,https://sv.wikipedia.org/wiki/Asp_(tr%C3%A4d),,,,Träd,,,,,,,,2015-06-01
Glansvide,,Videväxter,TradBuskArt,Glansvide,https://sv.wikipedia.org/wiki/Glansvide,,,,Buskar,,,,,,,,2015-06-01
Pilar/Jolster,,Videväxter,TradBuskArt,Pilar_Jolster,https://sv.wikipedia.org/wiki/Pilar/Jolster,,,,Träd,,,,,,,,
Rip/ull/lappvide,,Videväxter,TradBuskArt,Rip_ull_lappvide,https://sv.wikipedia.org/wiki/Rip/ull/lappvide,,,,Buskar,,,,,,,,2015-06-01
"Viden, delvis",,Videväxter,TradBuskArt,Viden_delvis,https://sv.wikipedia.org/wiki/Videsl%C3%A4ktet,,,,Buskar,,,,,,,,2015-06-01
Övriga popplar,,Videväxter,TradBuskArt,Poppel_ovriga,https://sv.wikipedia.org/wiki/Poppelsl%C3%A4ktet,,,,Träd,,,,,,,,2015-06-01
Harris,,Ärtväxter,TradBuskArt,Harris,https://sv.wikipedia.org/wiki/Harris,,,,Buskar,,,,,,,,2015-06-01
"Låga, dött träd",,-,Tradform,Dott_trad,https://sv.wikipedia.org/wiki/L%C3%A5ga,,,,Träd,,,,,,,,
Övriga lövträd,,-,Tradform,Lovtrad_ovriga,https://sv.wikipedia.org/wiki/G%C3%B6mfr%C3%B6v%C3%A4xter,,,,Träd,,,,,,,,
Almar,,Almväxter,Tradform,Almar,http://sv.wikipedia.org/wiki/Almsl%C3%A4ktet,,,,Träd,,,,,,,,
Gråal,,Björkväxter,Tradform,Graal,https://sv.wikipedia.org/wiki/Gr%C3%A5al,,,,Träd,,,,,Blöt,,,
Klibbal,,Björkväxter,Tradform,Klibbal,https://sv.wikipedia.org/wiki/Klibbal,,,,Träd,,,,,Blöt,,,2015-06-01
Avenbok,,Björkväxter,Tradform,Avenbok,https://sv.wikipedia.org/wiki/Avenbok,,,,Träd,,,,,,,,
Björkar,,Björkväxter,Tradform,Bjorkar,https://sv.wikipedia.org/wiki/Bj%C3%B6rkar,,,,Träd,,,,,,,,
Bok,,Bokväxter,Tradform,Bok,https://sv.wikipedia.org/wiki/Bok,,,,Träd,,,,,,,,2015-06-01
Ekar,,Bokväxter,Tradform,Ekar,https://sv.wikipedia.org/wiki/Ekar,,,,Träd,,,,,,,,2015-06-01
Idegran,,Idegransväxter,Tradform,Idegran,https://sv.wikipedia.org/wiki/Idegran,Taxus baccata,,,Träd,Bärande,,,,,,,2015-06-01
Hästkastanj,,Kinesträdsväxter,Tradform,Hastkastanj,https://sv.wikipedia.org/wiki/H%C3%A4stkastanj,,,,Träd,,,,,,,,
Lönn,,Kinesträdsväxter,Tradform,Lonn,https://sv.wikipedia.org/wiki/L%C3%B6nn,,,,Träd,,,,,,,,2015-06-01
Tysklönn,,Kinesträdsväxter,Tradform,Tysklonn,https://sv.wikipedia.org/wiki/Tyskl%C3%B6nn,,,,Träd,,,,,,,,
Lindar,,Malvaväxter,Tradform,Lindar,https://sv.wikipedia.org/wiki/Lindar,,,,Träd,,,,,,,,
Apel,,Rosväxter,Tradform,Apel,http://sv.wikipedia.org/wiki/%C3%84pple,Malus sylvestris/M.domesticus,,,Träd,Bärande,,,,,,,2015-06-01
Hägg,,Rosväxter,Tradform,Hagg,https://sv.wikipedia.org/wiki/H%C3%A4gg,Prunus padus,,,Träd,Bärande,,,,,,,2015-06-01
Oxlar,,Rosväxter,Tradform,Oxlar,https://sv.wikipedia.org/wiki/Oxlar,Sorbus intermedia,,,Träd,Bärande,,,,,,,2015-06-01
Plommon,,Rosväxter,Tradform,Plommon,https://sv.wikipedia.org/wiki/Plommon,Prunus domestica,,,Träd,Bärande,,,,,,,2015-06-01
Päron,,Rosväxter,Tradform,Paron,https://sv.wikipedia.org/wiki/P%C3%A4ron,Pyrus communis,,,Träd,Bärande,,,,,,,2015-06-01
Rönn,,Rosväxter,Tradform,Ronn,https://sv.wikipedia.org/wiki/R%C3%B6nn,Sorbus aucuparia,,,Träd,Bärande,,,,,,,2015-06-01
Sötkörsbär,,Rosväxter,Tradform,Sotkorsbar,https://sv.wikipedia.org/wiki/S%C3%B6tk%C3%B6rsb%C3%A4r,Prunus avium,,,Träd,Bärande,,,,,,,2015-06-01
Ask,,Syrenväxter,Tradform,Ask,https://sv.wikipedia.org/wiki/Ask_(tr%C3%A4d),,,,Träd,,,,,,,,
Bergtall,,Tallväxter,Tradform,Bergtall,https://sv.wikipedia.org/wiki/Bergtall,,,,Träd,,,,,,,,
Cembratall,,Tallväxter,Tradform,Cembratall,https://sv.wikipedia.org/wiki/Cembratall,,,,Träd,,,,,,,,2015-06-01
Contortatall,,Tallväxter,Tradform,Contortatall,https://sv.wikipedia.org/wiki/Contortatall,,,,Träd,,,,,,,,2015-06-01
Främ. Picea,,Tallväxter,Tradform,Picea,https://sv.wikipedia.org/wiki/Picea,,,,Träd,,,,,,,,2015-06-01
Gran,,Tallväxter,Tradform,Gran,https://sv.wikipedia.org/wiki/Gran,,,,Träd,,,,,,,,2015-06-01
Lärk,,Tallväxter,Tradform,Lark,https://sv.wikipedia.org/wiki/L%C3%A4rk,,,,Träd,,,,,,,,2015-06-01
Tall,,Tallväxter,Tradform,Tall,https://sv.wikipedia.org/wiki/Tall,Pinus sylvestris,,,Träd,,,,,,,,
Ädelgr. Abies,,Tallväxter,Tradform,Abies_adelgran,https://sv.wikipedia.org/wiki/%C3%84delgranssl%C3%A4ktet,,,,Träd,,,,,,,,2015-06-01
Övr. främ. barr,,Tallväxter,Tradform,Granar_ovriga,https://sv.wikipedia.org/wiki/Picea,,,,Träd,,,,,,,,
Övriga tallar,,Tallväxter,Tradform,Tallar_ovriga,https://sv.wikipedia.org/wiki/Tallsl%C3%A4ktet,,,,Träd,,,,,,,,
Sälg ,,Videväxter,Tradform,Salg,https://sv.wikipedia.org/wiki/S%C3%A4lg,Salix caprea,,,Träd,Bärande,,,,,,,2015-06-01
Asp,,Videväxter,Tradform,Asp,https://sv.wikipedia.org/wiki/Asp_(tr%C3%A4d),,,,Träd,,,,,,,,2015-06-01
Pilar/Jolster,,Videväxter,Tradform,Pilar_Jolster,https://sv.wikipedia.org/wiki/Pilar/Jolster,,,,Träd,,,,,,,,
Sjöfräken,,Fräkenväxter,VattenArter,Sjofraken,https://sv.wikipedia.org/wiki/Sj%C3%B6fr%C3%A4ken,Equisetum fluviatile,,,,,,,,Vatten,,41,
Gren-/brunrör,,Gräs,VattenArter,Gren_brunror,https://sv.wikipedia.org/wiki/Brunr%C3%B6r/grenr%C3%B6r,Calamagrostis ,,Stor art,,,,,,Vatten,,869,2015-08-28
Jättegröe,,Gräs,VattenArter,Jattegroe,https://sv.wikipedia.org/wiki/J%C3%A4ttegr%C3%B6e,Glyceria maxima,,,,,,,,Vatten,,842,
Fintrådiga grönalger,,Grönalger,VattenArter,Gronalger_fintradiga,https://sv.wikipedia.org/wiki/Gr%C3%B6nalger,Cladophora ,,,,,,,,Vatten,,,
